"bird_id","dam","sire","social_male","social_male_dummy"
"L970785","X552293","X552206","X552206","X552206"
"L970781","X552293","X552206","X552206","X552206"
"L970778","X552370","X552369","X552369","X552369"
"L970784","X552293","X552206","X552206","X552206"
"L970777","X552370","X552369","X552369","X552369"
"L970779","X552293","X552206","X552206","X552206"
"L970783","X552293","X552206","X552206","X552206"
"L970780","X552293","X552206","X552206","X552206"
"L970782","X552293","X552206","X552206","X552206"
"L970793","X552142","13_C43","X552303","X552303"
"L970792","X552142","X552303","X552303","X552303"
"L970789","13_A1F","13_C42",NA,"13_A1M"
"L970787","X552142","X552051","X552303","X552303"
"L970786","13_A1F","13_C40",NA,"13_A1M"
"L970791","X552142","X552303","X552303","X552303"
"L970788","13_A1F","13_C41",NA,"13_A1M"
"L970790","X552142","X552303","X552303","X552303"
"L970769","X552305","X552389","X552389","X552389"
"L970767","X552342","X552341","X552341","X552341"
"L970762","X552342","X552393","X552341","X552341"
"L970770","X552342","X552341","X552341","X552341"
"L970766","X552342","X552341","X552341","X552341"
"L970763","X552342","X552341","X552341","X552341"
"L970764","X552305","X552389","X552389","X552389"
"L970761","X552305","X552389","X552389","X552389"
"L970765","X552305","X552389","X552389","X552389"
"L970768","X552342","X552341","X552341","X552341"
"L970808","X552182","X552382","X552382","X552382"
"L970814","X552182","X552382","X552382","X552382"
"L970816","X552182","X552382","X552382","X552382"
"L970812","L970687","L969865","L969865","L969865"
"L970809","L970687","L969865","L969865","L969865"
"L970811","X552182","X552382","X552382","X552382"
"L970815","L970687","L969865","L969865","L969865"
"L970813","L970687","L969865","L969865","L969865"
"L970810","X552182","X552382","X552382","X552382"
"L970938","X552314","L852170","L852170","L852170"
"L970797","X552314","L852170","L852170","L852170"
"L970795","P865325","X552381","X552381","X552381"
"L970800","P865325","X552381","X552381","X552381"
"L970794","X552314","L852170","L852170","L852170"
"L970796","P865325","X552381","X552381","X552381"
"L970798","X552314","L852170","L852170","L852170"
"L970937","P865325","X552381","X552381","X552381"
"L970799","X552314","L852170","L852170","L852170"
"L970802","X552371","X552051","X552051","X552051"
"L970803","X552355","X552341","X552341","X552341"
"L970801","X552355","X552341","X552341","X552341"
"L970807","X552371","X552051","X552051","X552051"
"L970805","X552371","X552051","X552051","X552051"
"L970804","X552371","X552051","X552051","X552051"
"L970806","X552355","X552341","X552341","X552341"
"L970875","X552378","X552379","X552379","X552379"
"L970872","X552378","X552379","X552379","X552379"
"L970871","X552378","X552379","X552379","X552379"
"L970874","L969877","13_C46","X552299","X552299"
"L970873","L969877","X552299","X552299","X552299"
"L970870","X552378","X552379","X552379","X552379"
"L970869","X552378","X552379","X552379","X552379"
"L970868","X552378","X552379","X552379","X552379"
"13_A10L","X552460","13_C9",NA,"13_A10M"
"13_A10R","X552460","13_C9",NA,"13_A10M"
"13_A10B","X552460","13_C9",NA,"13_A10M"
"13_A10LB","X552460","X552172",NA,"13_A10M"
"13_A10RB","X552460","X552172",NA,"13_A10M"
"13_A10LR","X552460","X552172",NA,"13_A10M"
"13_A10A","X552460","X552172",NA,"13_A10M"
"L970879","X552380","X552383","X552383","X552383"
"L970877","X552380","13_C47","X552383","X552383"
"L970884","X552181","X552172","X552172","X552172"
"L970883","X552181","13_C20","X552172","X552172"
"L970880","X552181","13_C20","X552172","X552172"
"L970881","X552380","X552383","X552383","X552383"
"L970876","X552181","13_C20","X552172","X552172"
"L970882","X552380","X552383","X552383","X552383"
"L970878","X552380","X552383","X552383","X552383"
"L970885","13_75F","X551786",NA,"13_75M"
"L970890","L969877","X552299","X552299","X552299"
"L970887","L969877","X552299","X552299","X552299"
"L970886","L969877","X552299","X552299","X552299"
"L970889","L969877","X552299","X552299","X552299"
"L970888","13_75F","13_C48",NA,"13_75M"
"L970828","X552385","L969027",NA,"13_14M"
"L970826","X552384","L970075","L970075","L970075"
"L970832","X552385","L969027",NA,"13_14M"
"L970829","X552385","L969027",NA,"13_14M"
"L970830","X552384","L970075","L970075","L970075"
"L970827","X552385","L969027",NA,"13_14M"
"L970831","X552385","L969027",NA,"13_14M"
"L970833","X552385","L969027",NA,"13_14M"
"L970834","X552385","L969027",NA,"13_14M"
"L970821","L002248","L002123","L002123","L002123"
"L970823","X552297","X552312","L969027","L969027"
"L970820","X552297","X552312","L969027","L969027"
"L970824","X552297","L969933","L969027","L969027"
"L970822","X552297","X552312","L969027","L969027"
"L970819","X552297","L969933","L969027","L969027"
"L970825","X552297","L969933","L969027","L969027"
"L970818","X552297","X552312","L969027","L969027"
"L970817","X552297","X552312","L969027","L969027"
"L970837","13_20F","X551770",NA,"13_20M"
"L970839","X552340","13_C44",NA,"13_26M"
"L970835","X552340","13_C44",NA,"13_26M"
"L970840","X552340","X552312",NA,"13_26M"
"L970836","X552340","13_C44",NA,"13_26M"
"L970838","X552340","X552312",NA,"13_26M"
"L970841","X552340","X552399",NA,"13_26M"
"L970842","X552384","L970075","L970075","L970075"
"L970843","X552391","L852033","L852033","L852033"
"L970844","X552391","L852033","L852033","L852033"
"L970847","13_A36F","L970183",NA,"13_A36M"
"L970845","13_164F","L852046","L852046","L852046"
"L970852","13_A36F","L970183",NA,"13_A36M"
"L970849","13_A36F","L970183",NA,"13_A36M"
"L970854","13_164F","L852046","L852046","L852046"
"L970848","13_164F","L852046","L852046","L852046"
"L970846","13_164F","L852046","L852046","L852046"
"L970853","13_164F","L852046","L852046","L852046"
"L970851","13_164F","L852046","L852046","L852046"
"L970850","13_164F","L852046","L852046","L852046"
"L970857","L970209","X552394","X552345","X552345"
"L970860","L970209","X552345","X552345","X552345"
"L970855","L970209","X552394","X552345","X552345"
"L970858","L002146","13_C31","L298886","L298886"
"L970856","L970209","X552345","X552345","X552345"
"L970859","L970209","X552345","X552345","X552345"
"L970864","13_A20F","13_C45",NA,"13_A20M"
"L970861","P865325","X552381","X552381","X552381"
"L970867","P865325","X552381","X552381","X552381"
"L970862","P865325","X552381","X552381","X552381"
"13_171RB","13_A20F","13_C3",NA,"13_A20M"
"L970865","13_A20F","13_C3",NA,"13_A20M"
"L970866","P865325","X552381","X552381","X552381"
"L970863","P865325","X552381","X552381","X552381"
"L970924","X552355","X552341","X552341","X552341"
"13_A4R","13_A4F","X552373",NA,"13_A4M"
"L970925","X552355","X552341","X552341","X552341"
"13_A4LB","13_A4F","X552373",NA,"13_A4M"
"13_A4RB","X552355","X552341","X552341","X552341"
"L970926","13_A4F","X552373",NA,"13_A4M"
"13_A5L","X552344","13_C19","X551012","X551012"
"L970927","X552388","13_C28",NA,"13_A5M"
"L970929","X552388","13_C28",NA,"13_A5M"
"L970928","X552388","X552373",NA,"13_A5M"
"13_A5RB","X552344","L852033","X551012","X551012"
"L970930","X552388","13_C28",NA,"13_A5M"
"L970891","L969959","X552402","X552402","X552402"
"L970892","Y896241","X552393",NA,"13_123M"
"L970894","L969959","X552402","X552402","X552402"
"L970895","Y896241","L298887",NA,"13_123M"
"L970893","L969959","X552402","X552402","X552402"
"13_2LR","Y896241","X552393",NA,"13_123M"
"L970902","X552217","L969027","X552312","X552312"
"L970899","X552364","X552361","X552361","X552361"
"L970898","X552217","L969027","X552312","X552312"
"L970903","X552364","13_C34","X552361","X552361"
"L970900","X552217","L969027","X552312","X552312"
"L970897","X552364","13_C34","X552361","X552361"
"L970901","X552217","L969027","X552312","X552312"
"L970896","X552217","L969027","X552312","X552312"
"L970908","X552390","13_C6",NA,"13_59M"
"L970905","X552390","13_C6",NA,"13_59M"
"L970909","X552390","13_C6",NA,"13_59M"
"L970904","X552376","X552375","X552375","X552375"
"13_59RB","X552390","13_C6",NA,"13_59M"
"L970907","X552390","13_C6",NA,"13_59M"
"L970906","X552390","13_C6",NA,"13_59M"
"L970914","X552340","13_C44",NA,"13_26M"
"L970915","L002248","L002219","L002123","L002123"
"L970913","L002248","L002123","L002123","L002123"
"L970911","L002248","L002123","L002123","L002123"
"L970912","L002248","L002219","L002123","L002123"
"L970910","L002248","L002123","L002123","L002123"
"L970918","X552387","13_C36","X552386","X552386"
"L970922","X552182","X552382","X552382","X552382"
"L970920","X552182","X552382","X552382","X552382"
"L970917","X552387","X551786","X552386","X552386"
"L970916","X552182","X552382","X552382","X552382"
"L970923","X552182","X552382","X552382","X552382"
"L970919","X552387","X552386","X552386","X552386"
"L970921","X552387","L002123","X552386","X552386"
"L970933","X552257","L969969","L969969","L969969"
"L970934","X552210","L969933","L969933","L969933"
"L970936","X552210","L969933","L969933","L969933"
"L970932","X552257","L298545","L969969","L969969"
"L970931","X552210","L969933","L969933","L969933"
"L970935","X552210","X552312","L969933","L969933"
"L970940","X552391","L852033","L852033","L852033"
"L970947","X552385","L969027",NA,"13_14M"
"L970941","X552391","L852033","L852033","L852033"
"L970939","X552385","L969027",NA,"13_14M"
"L970946","X552385","L969027",NA,"13_14M"
"L970945","X552391","L852033","L852033","L852033"
"L970944","X552391","L852033","L852033","L852033"
"L970943","X552391","L852033","L852033","L852033"
"L970942","X552391","L852033","L852033","L852033"
"L970948","X552391","L852033","L852033","L852033"
"L970954","X552397","L969098","L969098","L969098"
"L970955","X552397","L969098","L969098","L969098"
"L970956","X552397","X552386","L969098","L969098"
"L970953","X552397","X552386","L969098","L969098"
"L970950","X552397","X552347","L969098","L969098"
"L970951","L002176","X552346","X552346","X552346"
"L970949","X552397","L969098","L969098","L969098"
"L970952","L002176","X552346","X552346","X552346"
"L970958","Y896241","L002123",NA,"13_123M"
"L970960","X552406","X552360",NA,"13_A14M"
"L970959","X552406","X552360",NA,"13_A14M"
"L970957","Y896241","X552393",NA,"13_123M"
"13_123RB","Y896241","X552393",NA,"13_123M"
"13_123N","X552406","X552360",NA,"13_A14M"
"L970966","X552392","X552393","X552393","X552393"
"L970963","X552392","X552393","X552393","X552393"
"L970961","X552397","L969098","L969098","L969098"
"L970967","X552392","X552393","X552393","X552393"
"L970965","X552392","X552393","X552393","X552393"
"L970964","X552392","X552393","X552393","X552393"
"L970962","X552392","X552393","X552393","X552393"
"13_120N","X552397","X552386","L969098","L969098"
"L970972","X551519","X552358","X552358","X552358"
"L970968","13_113F","L298741","L298741","L298741"
"L970971","X551519","X552358","X552358","X552358"
"L970973","13_113F","L298741","L298741","L298741"
"L970969","13_113F","L298741","L298741","L298741"
"L970974","13_113F","L298741","L298741","L298741"
"L970975","13_113F","L298741","L298741","L298741"
"L970970","X551519","X552358","X552358","X552358"
"L970983","X552357","L298892","L298892","L298892"
"L970981","X552390","13_C6",NA,"13_59M"
"L970976","X552390","13_C6",NA,"13_59M"
"L970979","X552390","13_C6",NA,"13_59M"
"L970980","X552357","L298892","L298892","L298892"
"L970978","X552357","L298892","L298892","L298892"
"L970977","X552357","L298892","L298892","L298892"
"L970984","X552357","L298892","L298892","L298892"
"L970982","X552357","L298892","L298892","L298892"
"L970985","X552357","L298892","L298892","L298892"
"L970987","X552175","X552394","X552394","X552394"
"L970988","X552210","L969933","L969933","L969933"
"L970989","X552175","X552394","X552394","X552394"
"L970991","X552210","L969933","L969933","L969933"
"L970986","X552210","L969933","L969933","L969933"
"L970990","X552175","X552345","X552394","X552394"
"L970992","X552175","X552394","X552394","X552394"
"L970995","X552400","X552399","X552399","X552399"
"L970994","X552400","L852170","X552399","X552399"
"L970997","X552400","X552399","X552399","X552399"
"L970996","X552400","X552399","X552399","X552399"
"L970993","X552398","X551012","X551555","X551555"
"13_38LR","X552400","X552399","X552399","X552399"
"L970998","X552400","X552399","X552399","X552399"
"13_38N","X552400","X552399","X552399","X552399"
"L970999","X552309","X552401","X552401","X552401"
"D517001","L002174","X551614","X551614","X551614"
"D517002","X552309","X552401","X552401","X552401"
"D517004","X552309","X552401","X552401","X552401"
"D517003","X552309","X552401","X552401","X552401"
"D517100","X552309","X552401","X552401","X552401"
"L971000","L002174","X551614","X551614","X551614"
"D517009","L298937","X551786","X551786","X551786"
"D517012","L298937","X551786","X551786","X551786"
"D517008","X552410","X552411","X552411","X552411"
"D517005","L298937","13_C21","X551786","X551786"
"D517010","L298937","X551786","X551786","X551786"
"D517007","L298937","X551786","X551786","X551786"
"D517006","X552410","X552411","X552411","X552411"
"D517011","L298937","X551786","X551786","X551786"
"D517016","L002174","X551614","X551614","X551614"
"D517013","L002174","X551614","X551614","X551614"
"D517017","X552417","X552404","X552404","X552404"
"D517015","X552417","X552404","X552404","X552404"
"D517014","X552417","X552404","X552404","X552404"
"D517021","X552398","13_C22","X551555","X551555"
"D517022","X552398","X551555","X551555","X551555"
"D517019","X552398","X551555","X551555","X551555"
"D517018","X552398","X551555","X551555","X551555"
"D517020","X552398","X551555","X551555","X551555"
"D517026","X552398","X551555","X551555","X551555"
"D517025","X552398","X551012","X551555","X551555"
"D517024","X552460","X552172",NA,"13_A10M"
"D517023","X552398","X551012","X551555","X551555"
"D517034","X552344","13_C19","X551012","X551012"
"D517028","X552344","X551012","X551012","X551012"
"D517033","X552274","L298660","X552347","X552347"
"D517030","X552274","13_C1","X552347","X552347"
"D517031","X552274","13_C1","X552347","X552347"
"D517032","X552344","13_C19","X551012","X551012"
"D517029","X552344","X551012","X551012","X551012"
"D517027","X552344","X551012","X551012","X551012"
"D517037","L969959","X552402","X552402","X552402"
"D517038","X552204","13_C8",NA,"13_87M"
"D517035","L969959","X552402","X552402","X552402"
"D517036","X552204","13_C8",NA,"13_87M"
"D517039","X552204","13_C8",NA,"13_87M"
"D517041","X552204","13_C8",NA,"13_87M"
"D517040","X552204","13_C8",NA,"13_87M"
"13_87N","X552204","13_C8",NA,"13_87M"
"D517050","X552405","L298887","L298887","L298887"
"D517049","13_116F","L969194","X552395","X552395"
"D517052","X552405","L298887","L298887","L298887"
"D517051","13_116F","X552395","X552395","X552395"
"D517053","X552405","L298887","L298887","L298887"
"D517042","L969199","L298884","L298884","L298884"
"D517046","X552217","L969027","X552312","X552312"
"D517047","L969199","L298884","L298884","L298884"
"D517043","L969199","X551786","L298884","L298884"
"D517048","L969199","L298884","L298884","L298884"
"D517045","X552217","13_C23","X552312","X552312"
"D517044","L969199","L298884","L298884","L298884"
"D517078","X552175","X552345","X552394","X552394"
"D517079","X552257","L969969","L969969","L969969"
"D517072","X552257","L969969","L969969","L969969"
"D517076","X552175","X552394","X552394","X552394"
"D517077","X552175","X552394","X552394","X552394"
"D517071","X552175","X552394","X552394","X552394"
"D517074","X552257","L969969","L969969","L969969"
"D517075","X552257","X552394","L969969","L969969"
"D517073","X552257","L969969","L969969","L969969"
"D517058","X552309","X552401","X552401","X552401"
"D517060","X552309","X552401","X552401","X552401"
"D517055","L852019","X551685","X551685","X551685"
"D517054","L852019","13_C24","X551685","X551685"
"D517059","L852019","X551685","X551685","X551685"
"D517056","L852019","X551685","X551685","X551685"
"D517057","L852019","X551685","X551685","X551685"
"D517063","X551519","13_C25","X552358","X552358"
"D517069","X551519","X552358","X552358","X552358"
"D517062","X551519","X552358","X552358","X552358"
"D517066","L852164","L298555","L298555","L298555"
"D517061","L852164","L298555","L298555","L298555"
"D517067","X551519","X552358","X552358","X552358"
"D517068","L852164","L298555","L298555","L298555"
"D517070","X551519","X552358","X552358","X552358"
"D517064","X551519","X552358","X552358","X552358"
"D517065","X551519","X552358","X552358","X552358"
"D517082","X552406","X552360",NA,"13_A14M"
"D517081","X552406","X552360",NA,"13_A14M"
"D517080","X552406","X552360",NA,"13_A14M"
"13_A14LB","X552204","13_C8",NA,"13_87M"
"13_A14LR","X552204","13_C8",NA,"13_87M"
"D517087","X551570","X552312",NA,"13_3M"
"D517084","X551570","X552312",NA,"13_3M"
"D517085","X552414","X552411",NA,"13_108M"
"D517086","X552414","L969098",NA,"13_108M"
"D517083","X551570","X552312",NA,"13_3M"
"D517090","X552403","X552319","X552319","X552319"
"D517096","X552380","X552383","X552383","X552383"
"D517094","X552403","13_C26","X552319","X552319"
"D517097","X552403","X552319","X552319","X552319"
"D517098","X552380","X552383","X552383","X552383"
"D517089","X552403","X552319","X552319","X552319"
"D517092","X552380","X552383","X552383","X552383"
"D517088","X552403","X552319","X552319","X552319"
"D517095","X552403","13_C26","X552319","X552319"
"D517091","X552380","X552383","X552383","X552383"
"13_43LBT","X552403","X552319","X552319","X552319"
"D517093","X552403","13_C26","X552319","X552319"
"D517102","L970223","L298660","L298660","L298660"
"D517104","13_116F","X552395","X552395","X552395"
"D517105","13_116F","X552395","X552395","X552395"
"D517103","L970223","L298660","L298660","L298660"
"D517101","L970223","L298660","L298660","L298660"
"D517099","L970223","L298660","L298660","L298660"
"D517111","L852019","13_C24","X551685","X551685"
"D517112","L852019","X552341","X551685","X551685"
"D517108","X552417","X552404","X552404","X552404"
"D517113","X552417","X552404","X552404","X552404"
"D517109","X552417","X552404","X552404","X552404"
"D517106","L852019","X551685","X551685","X551685"
"D517107","X552417","X552404","X552404","X552404"
"D517110","X552417","X552404","X552404","X552404"
"D517121","L970223","L298660","L298660","L298660"
"D517114","L970223","L298884","L298660","L298660"
"D517122","X552405","L298887","L298887","L298887"
"D517118","X552405","L298887","L298887","L298887"
"D517120","L970223","L298660","L298660","L298660"
"D517119","X552405","L298887","L298887","L298887"
"D517117","X552405","L298887","L298887","L298887"
"D517116","X552405","L298887","L298887","L298887"
"D517115","X552405","L298887","L298887","L298887"
"D517127","L852164","L298555","L298555","L298555"
"D517124","L852164","L298555","L298555","L298555"
"D517126","L852164","L298555","L298555","L298555"
"D517125","13_113F","L298741","L298741","L298741"
"D517128","L852164","L298555","L298555","L298555"
"D517123","13_113F","L298660","L298741","L298741"
"D517130","X552407","X552312",NA,"13_18M"
"D517131","X552416","L002095","L002095","L002095"
"D517129","X552407","X552312",NA,"13_18M"
"D517132","X552407","13_C27",NA,"13_18M"
"D517133","X552407","X552312",NA,"13_18M"
"D517134","X552408","X552389",NA,"13_34M"
"D517136","X552408","X552389",NA,"13_34M"
"D517135","X552408","X552389",NA,"13_34M"
"13_34N","X552408","X552389",NA,"13_34M"
"D517138","X552409","L002219","L002219","L002219"
"D517137","L298525","13_C7",NA,"13_134M"
"D517139","X552409","L002219","L002219","L002219"
"D517140","L298525","L298555",NA,"13_134M"
"D517141","L298525","13_C7",NA,"13_134M"
"D517142","X552413","X551786","L002123","L002123"
"D517145","X552413","L002123","L002123","L002123"
"D517144","X552388","13_C28",NA,"13_A5M"
"D517146","X552388","13_C28",NA,"13_A5M"
"D517143","X552413","X551786","L002123","L002123"
"13_97L","X552443","X552350",NA,"13_97M"
"13_97R","X551570","X552312",NA,"13_3M"
"13_97B","X552443","X552350",NA,"13_97M"
"13_97LB","X552443","X552350",NA,"13_97M"
"13_97RB","X552443","X552350",NA,"13_97M"
"13_97LR","X552443","X552350",NA,"13_97M"
"13_97LT","X551570","X552312",NA,"13_3M"
"13_97N","X551570","L969933",NA,"13_3M"
"D517148","X552413","X551786","L002123","L002123"
"D517151","X552274","13_C1","X552347","X552347"
"13_102B","X552274","13_C1","X552347","X552347"
"D517154","X552413","L002123","L002123","L002123"
"D517150","X552274","13_C1","X552347","X552347"
"D517149","X552274","13_C1","X552347","X552347"
"D517152","X552413","L002123","L002123","L002123"
"D517147","X552274","X551131","X552347","X552347"
"D517153","X552274","X552347","X552347","X552347"
"D517157","X552410","X552411","X552411","X552411"
"D517158","X552410","X552411","X552411","X552411"
"D517156","X552410","X552411","X552411","X552411"
"D517159","L852157","X552312",NA,"13_1M"
"D517155","X552410","X552411","X552411","X552411"
"D517161","D226007","X552345","L969194","L969194"
"D517162","X552412","L298545","L298545","L298545"
"D517160","D226007","L969969","L969194","L969194"
"D517163","X552412","L298545","L298545","L298545"
"D517165","X552412","L969969","L298545","L298545"
"D517168","13_A28F","13_C29",NA,"13_A28M"
"D517164","13_A28F","13_C14",NA,"13_A28M"
"D517166","X552412","L298545","L298545","L298545"
"D517169","X552412","L298545","L298545","L298545"
"D517167","13_A28F","X552363",NA,"13_A28M"
"D517175","D226007","L969194","L969194","L969194"
"D517170","X551624","X551131","X551131","X551131"
"D517176","X551624","X551131","X551131","X551131"
"D517171","X551624","L298555","X551131","X551131"
"D517173","D226007","X552381","L969194","L969194"
"D517174","X551624","X551131","X551131","X551131"
"D517172","D226007","L969969","L969194","L969194"
"D517184","L002176","X552346","X552346","X552346"
"D517185","L002176","X552346","X552346","X552346"
"D517181","X552392","13_C30","X552393","X552393"
"D517180","L002176","X552346","X552346","X552346"
"D517177","X552392","X552393","X552393","X552393"
"D517183","L002176","X552346","X552346","X552346"
"D517186","X552392","X552393","X552393","X552393"
"D517182","L002176","X552346","X552346","X552346"
"D517179","L002176","X552346","X552346","X552346"
"D517178","L002176","X552346","X552346","X552346"
"13_A28L","13_A28F","13_C14",NA,"13_A28M"
"13_A28R","13_A28F","13_C15",NA,"13_A28M"
"13_A28B","13_A28F","13_C14",NA,"13_A28M"
"13_A28LB","X551624","L298555","X551131","X551131"
"13_A28RB","13_A28F","13_C14",NA,"13_A28M"
"13_A28LR","X551624","X551131","X551131","X551131"
"D517192","X552459","L298555",NA,"13_151M"
"D517190","L852185","X552350","X552350","X552350"
"D517189","X552459","L298555",NA,"13_151M"
"D517191","X552459","X551131",NA,"13_151M"
"D517188","X552459","L298555",NA,"13_151M"
"D517187","L852185","X552350","X552350","X552350"
"D517193","X552443","X552350",NA,"13_97M"
"13_108R","X552443","L002123",NA,"13_97M"
"13_108B","X552414","L969098",NA,"13_108M"
"13_108LB","X552414","L969098",NA,"13_108M"
"13_108RB","X552443","X552350",NA,"13_97M"
"13_108LR","X552414","L969098",NA,"13_108M"
"13_108N","X552414","L969098",NA,"13_108M"
"D517194","L298525","13_C7",NA,"13_134M"
"D517201","X552415","X552347",NA,"13_103M"
"D517199","L298525","13_C7",NA,"13_134M"
"D517200","L298525","13_C7",NA,"13_134M"
"D517196","X552415","X552347",NA,"13_103M"
"D517197","X552415","X552347",NA,"13_103M"
"D517198","X552415","X552347",NA,"13_103M"
"D517195","L298525","13_C7",NA,"13_134M"
"D517204","X552408","X552389",NA,"13_34M"
"D517207","X552269","X552389","X551770","X551770"
"D517202","X552269","X551770","X551770","X551770"
"D517205","X552269","X551770","X551770","X551770"
"D517208","X552408","X551770",NA,"13_34M"
"D517203","X552269","X551770","X551770","X551770"
"D517206","X552269","X551770","X551770","X551770"
"D517214","X552415","X552347",NA,"13_103M"
"D517212","X552415","X552347",NA,"13_103M"
"D517213","X552409","L002219","L002219","L002219"
"D517215","X552409","L002219","L002219","L002219"
"13_103RB","X552415","X552347",NA,"13_103M"
"13_103A","X552409","L002219","L002219","L002219"
"13_117L","X552107","L969194",NA,"13_117M"
"D517209","X552107","X551685",NA,"13_117M"
"D517210","X552107","L969194",NA,"13_117M"
"13_117LB","X552107","L969194",NA,"13_117M"
"D517211","X552107","L969194",NA,"13_117M"
"D517216","L852185","X552350","X552350","X552350"
"13_151R","X552459","X552345",NA,"13_151M"
"D517217","X552459","L298555",NA,"13_151M"
"D517218","X552459","L298555",NA,"13_151M"
"13_151RB","X552459","L298555",NA,"13_151M"
"13_151LR","X552459","L298555",NA,"13_151M"
"13_151A","X552459","L298555",NA,"13_151M"
"13_151LT","L852185","X552350","X552350","X552350"
"13_151RT","L852185","X552350","X552350","X552350"
"13_151BT","L852185","X552350","X552350","X552350"
"13_151N","X552459","L298555",NA,"13_151M"
"13_1L","L852157","13_C4",NA,"13_1M"
"D517222","L298937","X551786","X551786","X551786"
"D517219","L852157","X552312",NA,"13_1M"
"D517220","L298937","13_C21","X551786","X551786"
"D517221","L852157","X552312",NA,"13_1M"
"13_1LR","L852157","X552312",NA,"13_1M"
"13_1N","L852157","X552312",NA,"13_1M"
"D517228","L970335","X552404",NA,"13_99M"
"D517226","L970335","X552404",NA,"13_99M"
"D517223","X552418","L298672","L298672","L298672"
"D517227","X552418","L298672","L298672","L298672"
"D517225","X552418","L298672","L298672","L298672"
"D517224","L970335","X552404",NA,"13_99M"
"D517229","X552418","L298672","L298672","L298672"
"D517232","X552416","L002095","L002095","L002095"
"D517234","X552269","X551770","X551770","X551770"
"D517235","X552416","L002095","L002095","L002095"
"D517230","X552416","L002095","L002095","L002095"
"D517233","X552416","L002095","L002095","L002095"
"D517231","X552269","X552389","X551770","X551770"
"13_99L","X552418","L298672","L298672","L298672"
"13_99R","X552418","L298672","L298672","L298672"
"13_99B","L970335","X552404",NA,"13_99M"
"13_99N","X552418","L298672","L298672","L298672"
"D517238","X552419","L298886",NA,"13_141M"
"D517236","X552419","13_C2",NA,"13_141M"
"D517237","X552419","L298886",NA,"13_141M"
"13_141N","X552419","13_C2",NA,"13_141M"
"D517240","L970209","X552345","X552345","X552345"
"D517245","L002146","13_C31","L298886","L298886"
"D517246","L970209","X552345","X552345","X552345"
"D517239","L002146","13_C31","L298886","L298886"
"D517243","L002146","L298886","L298886","L298886"
"D517242","L002146","X552396","L298886","L298886"
"D517241","L002146","L298886","L298886","L298886"
"D517244","L002146","L298886","L298886","L298886"
"13_148RT","L002146","L298886","L298886","L298886"
"13_148N","L002146","L298886","L298886","L298886"
"D517249","X552320","L970183","L970183","L970183"
"D517248","X552320","L970183","L970183","L970183"
"D517250","X552320","L970183","L970183","L970183"
"D517247","X552320","L970183","L970183","L970183"
"13_A23E01","13_A23F","X552290",NA,"13_A23M"
"13_A23E02","13_A23F","13_C11",NA,"13_A23M"
"13_A23E04","13_A23F","13_C11",NA,"13_A23M"
"13_A23E05","13_A23F","13_C11",NA,"13_A23M"
"13_27E01","X552372","X552396","X552396","X552396"
"13_A26E01","X552370","X552369","X552369","X552369"
"13_A23E06","13_A23F","X552382",NA,"13_A23M"
"13_A24E01","X552362","X551842","X551842","X551842"
"13_A41E01","13_A2F","X552379",NA,"13_A2M"
"13_A23E07","13_A23F","13_C12",NA,"13_A23M"
"13_A23E08","13_A23F","13_C11",NA,"13_A23M"
"13_A38E01","13_A11F","13_C18",NA,"13_A11M"
"13_A23E09","13_A23F","13_C11",NA,"13_A23M"
"13_122E01","X552217","L969027","X552312","X552312"
"13_A29E05","X552359","X552360","X552360","X552360"
"13_A23E10","13_A23F","13_C11",NA,"13_A23M"
"13_59E01","X552376","13_C5","X552375","X552375"
"13_A20E05","13_A20F","13_C10",NA,"13_A20M"
"13_A10E01","13_155F","X551131",NA,"13_155M"
"13_A20E06","X552314","L852170","L852170","L852170"
"13_A20E07","13_A20F","13_C3",NA,"13_A20M"
"13_A20E08","X552314","L852170","L852170","L852170"
"13_13E10","X552217","L969027","X552312","X552312"
"13_103E01","X552409","L002219","L002219","L002219"
"13_3E05","X551570","X552312",NA,"13_3M"
"13_18E01","X552416","L002095","L002095","L002095"
"13_88E08","X552388","X552373",NA,"13_A5M"
"13_A14E09","X552406","X552360",NA,"13_A14M"
"13_98E05","L852185","X552350","X552350","X552350"
"13_73E05","L298525","13_C7",NA,"13_134M"
"13_A37E01","X552320","L970183","L970183","L970183"
"13_A21E01","13_A21F","13_A21M",NA,"13_A21M"
"13_A21E02","13_A21F","13_A21M",NA,"13_A21M"
"13_A21E03","13_A21F","13_A21M",NA,"13_A21M"
"13_A31E01","13_A31F","13_A31M",NA,"13_A31M"
"13_A21E04","13_A21F","13_A21M",NA,"13_A21M"
"13_A21E05","13_A21F","13_A21M",NA,"13_A21M"
"13_A21E06","13_A21F","13_A21M",NA,"13_A21M"
"13_A21E08","13_A21F","13_A21M",NA,"13_A21M"
"13_A21E09","13_A21F","13_A21M",NA,"13_A21M"
"13_A34E02","X552291","X552290","X552290","X552290"
"13_A1E01","X552374","X552373","X552373","X552373"
"13_A15E02","X552359","X552360","X552360","X552360"
"13_A21E10","13_A21F","13_A21M",NA,"13_A21M"
"13_A1E02","13_A1F","13_A1M",NA,"13_A1M"
"13_A21E11","13_A21F","13_A21M",NA,"13_A21M"
"13_A1E03","X552374","X552373","X552373","X552373"
"13_A21E12","13_A21F","13_A21M",NA,"13_A21M"
"13_A11E01","L969199","L298884","L298884","L298884"
