Code,Mum,Dad
DIL97,FEN90,*
FLG97,ANK90,SLT86
VIN97,MUS84,D0557
FOU97,SUL90,SKA85
WAG97,LPW91,CRAGS
FOP98,DAN90,LIZ89
FRA98,PEN90,SCI87
TNY98,TIT84,INI85
TIK98,HAL95,TEAKS
WILTS,*,JOW89
FAL98,CHP94,*
TIN98,THU91,BASIL
TKN98,NAK90,*
ZUC98,CUC91,TURKS
WAD98,WOD94,*
THS98,PAP87,BASIL
DPU98,DBL89,*
APH98,THO86,D0557
WAG98,LPW91,EGR88
DIL98,FEN90,*
BAC98,PTN93,SLT86
ALD98,SUR87,BASIL
FIJ98,ALD95,AST91
FLG98,ANK90,LIZ89
FEA98,PLO82,EGR88
ZAN98,ALD91,PEREG
FRO98,BIL84,BASIL
WOD98,CAP84,BASIL
SYC98,PET87,SUR86
DIC98,HIC84,SLT86
WHZ98,CGH94,PEREG
TGR98,OTT89,*
TOS98,OPE87,OCH92
DOC98,HIC88,TYS89
DIA98,APH93,*
TRT98,OCH90,TURKS
TAA98,ALB93,SCI87
TRI98,FEA94,AST91
STE98,CEL95,*
SQU98,EGR91,*
PNT98,MOO94,TWE89
SOL98,THO84,HRM90
PRN98,OXA95,D0593
KAR98,TKN94,*
BUT98,BCL93,TURKS
STA98,GAL89,*
BNX98,FUL89,SCI87
BREAK,*,*
PIL98,HER93,CRY90
JEE98,HAL90,SAF88
CUM98,CRC91,D0549
NET98,DOC94,TYS89
GRA98,FAN90,TURKS
HAL98,TUR83,SAF88
HIR98,FUL93,TYS89
MEG98,MAR95,DUN89
GOD98,AVO90,BASIL
PRS98,ATH89,HRM90
RAP98,THU94,WOD90
PIP98,TEL90,FAN85
CAF98,MAX84,D0594
SPL98,SAM94,SQUAS
SPD98,KNO95,FLA93
IVY98,ILE87,FUL90
NAI98,NAK89,*
CHI98,PGB83,*
MND98,FDL94,*
MLR98,JUG87,OPE89
MLN98,BEE93,*
ROM98,TIN95,JOW89
BRG98,MUR85,D0557
OCH98,SAF80,TURKS
SEQ98,SYC91,TURKS
NYM98,APH95,D0614
CSK98,ANK89,SLT86
HRM98,INI86,OAT89
HEB98,BEE94,PEC89
BNN98,OAT94,FUL90
CHL98,PEP91,D0594
COO98,ANK91,FUL90
IVO98,EBO90,TEAKS
MUD98,BRE91,*
LMS98,GOD94,JOW89
LPW98,FEA87,SCI87
MRN98,ALB94,BASIL
SAX98,TAM93,RHINO
MDL98,FAN93,RHINO
CEE98,BUS92,D0549
PIC98,MUS85,SAF88
SLO98,GIN93,BASIL
SCA98,LOB86,AST91
CLT98,CCO87,BCL90
STI98,AVO89,SCOWL
STUAR,*,D0577
SAM98,CAL84,BCL90
GIN98,JUN85,*
PHL98,PID89,TYS89
SUT98,TWE93,WIRES
MAT98,MAR89,SCI87
MAU98,SEY92,*
SWA98,SWI88,INI85
PTL98,MNX89,EGR88
SAU98,OCC89,*
GAN98,SUL94,SKA85
OVA98,CAF93,TEAKS
SUN98,RHY86,TURKS
STO98,WHA89,BASIL
QUN98,CAF89,SAF88
NEP98,IND92,DUNST
ORC98,CRO90,TEAKS
MAL98,SME84,INI85
CLW98,STI94,*
MRY98,MAR93,FLA90
SKI98,OAT90,*
IVY99,ILE87,SLT86
SAU99,OCC89,*
BRS99,SKI94,ATH91
CSK99,ANK89,SLT86
KIV99,NAI96,*
HIR99,FUL93,KIERA
FDL99,VIO89,BASIL
TNY99,TIT84,*
KNO99,TRK87,JUG90
HRM99,INI86,BASIL
CGH99,WHA87,BASIL
SLA99,GEC95,*
HORAC,*,*
FEA99,PLO82,*
TKN99,NAK90,DIC90
SCR99,GRA93,BASIL
MNT99,SUR95,SAF88
PIL99,HER93,ALC91
SAG99,SEM95,SCI87
NEP99,IND92,*
PEP99,MUS81,MOBYD
BNX99,FUL89,SCI87
NET99,DOC94,CSK93
APH99,THO86,CCO93
PID99,LIM85,BASIL
SAM99,CAL84,*
LAR99,KIT95,SCI87
MOU99,DIC94,SLT86
SLO99,GIN93,BASIL
SCA99,LOB86,*
WAL99,DIC95,TYS89
FIN99,FEN89,*
POM99,BNX93,WIRES
CNM99,CRD96,EGR88
SAX99,TAM93,D0549
RUM99,STI96,BCL90
HON99,SUN93,TURKS
TNG99,FAN88,TURKS
ALD99,SUR87,SAF88
BNN99,OAT94,EGR88
WSD99,MLR96,*
IVO99,EBO90,BASIL
SKU99,FUL86,WIRES
WAG99,LPW91,EGR88
TUS99,JUG91,BRNCH
CRM99,OCH96,*
PRT99,ORP92,*
CLW99,STI94,SQUAS
STO99,WHA89,BASIL
ORC99,CRO90,JOW89
QUN99,CAF89,TURKS
CPS99,PEP93,ALC91
STI99,AVO89,ATH91
OXA99,SRL91,SAF88
OPA99,STO96,BASIL
PRS99,ATH89,AST91
GOD99,AVO90,BASIL
HAL99,TUR83,TNY93
REE99,KNO94,*
MRN99,ALB94,SCI87
STK99,SQU95,*
MAS99,TUR85,SAF88
BAC99,PTN93,PTL93
MST99,IVY95,JOW89
GAN99,SUL94,EGR88
GEC99,LIZ86,*
FAL99,CHP94,TWE89
CPP99,CAF96,*
MDL99,FAN93,D0549
SUR99,THO82,HRM90
ZAN99,ALD91,CHP90
SER99,HRM95,PEREG
CRD99,FIN93,*
DAN99,BUC82,*
CED99,SEQ95,D0577
MRY99,MAR93,KIERA
FRT99,BUT96,ATH91
LPW99,FEA87,EGR88
SUT99,TWE93,*
VIO99,CLA85,BASIL
COO99,ANK91,TYS89
CHL99,PEP91,*
SEQ99,SYC91,PEC90
FLR99,SAM95,*
CEL99,AST90,JOW89
VIN99,MUS84,HRM90
GRA99,FAN90,BASIL
DOC99,HIC88,SLT86
KLD99,BNX94,SCI87
SPI99,HAL94,SAF88
MUF99,DIC96,LIZ89
MND99,FDL94,DSA99
DOW99,FEA95,*
HAW99,SUR91,D0577
SPD99,KNO95,*
SPL99,SAM94,PEREG
JEE99,HAL90,EGR93
DIC99,HIC84,TYS89
MEG99,MAR95,KIERA
SHI99,GRA95,PEREG
PRN99,OXA95,VIN88
FOU99,SUL90,SCI87
YEW99,HOL94,BASIL
BUT99,BCL93,FLA93
BIE99,CFI94,JUG90
MUD99,BRE91,*
DIL99,FEN90,SAF88
CEE99,BUS92,*
LMS99,GOD94,HER91
FOP99,DAN90,CSK93
ART99,ARI96,HRM90
ARI99,ATH87,HRM90
JEE00,HAL90,D0549
SCR00,GRA93,BASIL
KAR00,TKN94,*
ETN00,ALD94,*
WHZ00,CGH94,BASIL
SAX00,TAM93,OPE89
REE00,KNO94,*
CGH00,WHA87,AST91
BUT00,BCL93,HER91
GAN00,SUL94,KIERA
MLN00,BEE93,ATH91
LMS00,GOD94,OAT89
DOC00,HIC88,LIZ89
ART00,ARI96,SAF88
RIB00,BCL96,OAT89
PRO00,PRS97,*
LIL00,THU96,PEREG
LPW00,FEA87,EGR88
TIN00,THU91,PEREG
RAP00,THU94,MOBYD
QUN00,CAF89,BASIL
MEG00,MAR95,BUZZA
CEE00,BUS92,*
CED00,SEQ95,CSK95
PTL00,MNX89,BUZZA
MAU00,SEY92,*
CPS00,PEP93,ATH91
UHA00,*,BRG90
PROXY,MOPRX,D0545
SAFIO,*,*
BEA00,MOO96,OCH92
MOU00,DIC94,CRAGS
SAO00,TOS96,*
TOO00,TUS96,VIN88
PIC00,MUS85,CHP90
KLD00,BNX94,SCI87
MORRI,*,*
KNO00,TRK87,*
TOS00,OPE87,*
DOT00,LPW93,*
SAG00,SEM95,SCI87
SAU00,OCC89,*
WAL00,DIC95,SLT86
CUM00,CRC91,TOU91
TRT00,OCH90,RHINO
WAD00,WOD94,*
RUM00,STI96,BCL90
DSA07,*,DIC90
DRN00,DORNY,*
RUF00,GOD97,AST91
TSL00,THS96,MOBYD
LAC00,BCL95,RHINO
FLG00,ANK90,PIC90
HON00,SUN93,RHINO
SPD00,KNO95,FAN85
ZUC00,CUC91,BASIL
HEL00,ORC95,MOBYD
YOS00,SEQ96,PEREG
SPI00,HAL94,RHINO
FRT00,BUT96,HER91
BILLY,*,*
PAN00,PID95,OAT89
STA00,GAL89,PEREG
SLA00,GEC95,OCH92
STR00,MNX90,SCI87
HAW00,SUR91,CHP90
IVY00,ILE87,*
CLT00,CCO87,PTL93
WRE00,WAG96,AST91
HRN00,EGR96,*
HRM00,INI86,TYS89
CLW00,STI94,SCOWL
HEB00,BEE94,VIN88
SLO00,GIN93,PEREG
FRA00,PEN90,KIERA
OXY00,DOC96,SLT86
BNN00,OAT94,CRAGS
BIE00,CFI94,BCL90
ZIR00,PHL96,*
TIK00,HAL95,PEREG
JAY00,CGH95,*
SYC00,PET87,BASIL
SQU00,EGR91,MOBYD
CHL00,PEP91,*
BORIS,*,*
ANT00,COQ94,OAT89
JAE00,BNX95,BUZZA
MUD00,BRE91,*
OVA00,CAF93,TOU91
GRA00,FAN90,BASIL
HOL00,ILE86,SLT86
FOU00,SUL90,CRAGS
APH00,THO86,RHINO
GOD00,AVO90,OAT89
FDL00,VIO89,HER91
WSD00,MLR96,VIN88
YOS01,SEQ96,ATH91
LAR01,KIT95,TYS89
THS01,PAP87,*
PAN01,PID95,TNY94
RUM01,STI96,SHTNK
HED01,IVY97,TYS89
WAG01,LPW91,EGR88
WAL01,DIC95,TNY94
CLL01,VIO96,D0595
HIA01,PID97,TYS89
TRI01,FEA94,AST91
LPW01,FEA87,*
GRA01,FAN90,TYS89
NIV01,SAX97,TAM94
HEL01,ORC95,D0607
POM01,BNX93,BUZZA
REE01,KNO94,*
CSK01,ANK89,TNY94
LPA01,LMS97,*
ALD01,SUR87,TOU91
BUT01,BCL93,PEREG
CEL01,AST90,D0616
ROGER,*,ATH91
OPA01,STO96,PEREG
PRN01,OXA95,CHP90
FNY01,FOP97,TNY94
SPL01,SAM94,PEC90
SQU01,EGR91,PEC90
RMX01,DOC97,TNY94
LMS01,GOD94,D0546
FOP01,DAN90,TNY94
CHN01,TRT97,MOBYD
DMS01,NYM98,*
SKU01,FUL86,BUZZA
DIL01,FEN90,D0566
TUS01,JUG91,CHP90
MNT01,SUR95,TOU91
FRA01,PEN90,SCI87
FAL01,CHP94,SANDY
SER01,HRM95,TNY94
MNS01,STR96,OCH92
TUFTY,BLF95,D0615
SPD01,KNO95,D0615
BNN01,OAT94,EGR88
COF01,OVA97,PIC94
DOW01,FEA95,*
ARI01,ATH87,PIC94
YEW01,HOL94,*
SPI01,HAL94,CCO93
FOU01,SUL90,SCI87
STK01,SQU95,HRM90
BIT01,SQU97,D0587
ENGLE,*,*
MOU01,DIC94,*
CRM01,OCH96,CHP90
OXY01,DOC96,TNY94
MDL01,FAN93,WOD90
SLO01,GIN93,AST91
CCA01,QUN97,MOBYD
CEE01,BUS92,*
HIR01,FUL93,DPU94
TIK01,HAL95,HAL88
HOC01,HOL97,TNY94
HRN01,EGR96,HRM90
SHL01,GRA96,D0549
DANDP,MODNP,BERTI
CLW01,STI94,*
BRS01,SKI94,*
MRN01,ALB94,BUZZA
PUF01,POM97,SANDY
SCR01,GRA93,HRM90
CRD01,FIN93,*
SEQ01,SYC91,MOBYD
IVO01,EBO90,PEREG
MOZ01,BIE97,*
CMR01,CLT97,SQUAS
ZUC01,CUC91,ATH91
WIS01,CRB95,OCH92
IVY01,ILE87,TNY94
SWA01,SWI88,*
MAU01,SEY92,*
YYURI,*,*
GAN01,SUL94,CSK93
JAY01,CGH95,AST91
CHF01,WAG95,PEREG
DOC01,HIC88,TNY94
TWA01,ORC97,D0587
BNJ01,FDL96,ATH91
STO01,WHA89,HER91
ORG01,CUM98,D0596
JEE01,HAL90,*
NET01,DOC94,TNY94
OXA01,SRL91,CCO93
KNO01,TRK87,*
TIC01,CLO96,TNY94
MED01,APH98,*
SAO01,TOS96,*
BIE01,CFI94,SHTNK
MUD01,BRE91,*
EID01,MAL93,AST91
CASPR,*,*
KLD01,BNX94,SCI87
MAV01,ANT97,D0607
NEB01,STA97,TNY94
ETN01,ALD94,D0566
GANDA,*,*
PCL02,PIC98,CHP90
NUT02,TOS98,TAM94
OVA02,CAF93,MAS95
PTL02,MNX89,SOL94
SWA02,SWI88,BUZZA
STI02,AVO89,FRO95
GOD02,AVO90,KKONG
RBY02,STO98,HER91
RAP02,THU94,MOBYD
GOB02,CSK98,OCH92
REE02,KNO94,*
LTE02,CAF98,D0566
MEG02,MAR95,SEE95
OXA02,SRL91,*
CAY02,CPS97,D0566
RIB02,BCL96,D0565
FRT02,BUT96,BASIL
MDR02,TIK98,AST95
PAN02,PID95,OCH92
LPA02,LMS97,BASIL
PTA02,PRS98,*
DIL02,FEN90,D0573
SYC02,PET87,BERTI
CED02,SEQ95,BERTI
GRA02,FAN90,D0565
NEC02,SPL98,TNY94
BRS02,SKI94,CSK93
MOU02,DIC94,EGR95
BEA02,MOO96,*
SAO02,TOS96,FIN95
BIE02,CFI94,SHTNK
KLD02,BNX94,*
WAL02,DIC95,OCH92
HON02,SUN93,CHP90
WDY02,OXA99,CHP90
KNO02,TRK87,*
NIV02,SAX97,CHP90
BSY02,MLN97,KKONG
LAC02,BCL95,GOD95
CLL02,VIO96,HER91
LAR02,KIT95,CSK93
AND02,ARI99,*
KAR02,TKN94,D0545
TIN02,THU91,TNY94
WHZ02,CGH94,KKONG
MRY02,MAR93,BUZZA
BUT02,BCL93,SHTNK
JAE02,BNX95,SANDY
SHN02,HEB98,D0544
KIT02,TER85,CSK93
MOZ02,BIE97,SHTNK
CLW02,STI94,*
BRAVO,*,*
CND02,TIN98,D0565
WIS02,CRB95,*
BROWN,*,*
SLA02,GEC95,*
ANM02,BAC98,EGR93
NET02,DOC94,OCH92
CMR02,CLT97,SHTNK
CHL02,PEP91,D0565
ARD02,ALD98,D0544
DOT02,LPW93,KKONG
WSD02,MLR96,*
TERRY,*,*
TSL02,THS96,D0565
RUF02,GOD97,FRO95
SPL02,SAM94,*
ROM02,TIN95,KKONG
MLN02,BEE93,D0565
DOW02,FEA95,*
BNN02,OAT94,CSK93
LIL02,THU96,OVA98
WAG02,LPW91,*
TRT02,OCH90,KKONG
DOC02,HIC88,*
PRC02,TRT98,KKONG
CUM02,CRC91,QUN94
SPOOK,*,*
MND03,FDL94,D0545
WHZ03,CGH94,MOBYD
WIS03,CRB95,DPU94
BAC03,PTN93,TYS89
OPA03,STO96,ATH91
CND03,TIN98,MOBYD
MOZ03,BIE97,PERCY
ANM03,BAC98,CSK95
ZUC03,CUC91,KKONG
ALD03,SUR87,D0546
PATCH,*,*
CHL03,PEP91,*
MRG03,THS98,ATH91
PCO03,VIO97,D0587
NEB03,STA97,OCH92
WSD03,MLR96,D0546
WAL03,DIC95,OCH92
YOS03,SEQ96,ATH91
WAG03,LPW91,CSK93
WRE03,WAG96,KKONG
ALFIE,*,*
CLL03,VIO96,KKONG
NET03,DOC94,WOD96
CHN03,TRT97,MOBYD
WONKY,*,*
MOU03,DIC94,EGR95
NICKY,*,*
CLW03,STI94,*
MNT03,SUR95,D0548
PAN03,PID95,KKONG
MEE03,YEW99,BUZZA
MNS03,STR96,SANDY
ARCHI,*,D0573
OXY03,DOC96,WOD96
NATHN,*,*
MDL03,FAN93,TNG95
YEW03,HOL94,SAM97
CHF03,WAG95,KKONG
POM03,BNX93,SANDY
FRT03,BUT96,WOD96
FOP03,DAN90,WOD96
FOU03,SUL90,BUZZA
JAE03,BNX95,SANDY
SHAGG,*,*
BRIMS,*,*
RPP03,RUF00,MOBYD
TIK03,HAL95,D0548
SLA03,GEC95,SKU97
BUT03,BCL93,JUG90
LAR03,KIT95,BUZZA
KAR03,TKN94,D0545
ETN03,ALD94,TNY94
IVY03,ILE87,WOD96
STR03,MNX90,BUZZA
BIE03,CFI94,BULBY
IVO03,EBO90,KKONG
DOC03,HIC88,EGR93
ICE03,SUR99,D0548
FDL03,VIO89,KKONG
SPL03,SAM94,*
RUSTY,*,*
TRT03,OCH90,D0548
RUM03,STI96,BULBY
SEQ03,SYC91,TNY94
JEE03,HAL90,SYC96
FRA03,PEN90,BUZZA
GRA03,FAN90,KKONG
JAY03,CGH95,KKONG
BNN03,OAT94,BUZZA
GOLUM,*,*
BNJ03,FDL96,*
GOD03,AVO90,JUG90
FAL03,CHP94,SANDY
SPI03,HAL94,D0548
SCT03,CRM99,MOBYD
RUF03,GOD97,BULBY
TSL03,THS96,*
FRR03,FAL99,*
LMS03,GOD94,KKONG
DRP03,SAX99,D0548
HOC03,HOL97,OCH92
CSK03,ANK89,OCH92
SAX03,TAM93,*
BIT03,SQU97,MOBYD
SAG03,SEM95,SEQ98
TWIGY,*,*
GEN03,SAX98,CLT95
HOL03,ILE86,*
KITKT,*,*
TIC03,CLO96,OCH92
SLR03,FLG98,TYS89
HIA03,PID97,TNG94
PUF03,POM97,CSK95
CED03,SEQ95,ATH91
KLD03,BNX94,SANDY
EID03,MAL93,KKONG
GAN03,SUL94,CSK93
UHA03,MODNP,D0545
SQU03,EGR91,*
HIR03,FUL93,SANDY
KNO03,TRK87,PERCY
HEL03,ORC95,CSK95
SCR03,GRA93,TNY94
KENNY,*,*
RIB03,BCL96,BULBY
LPA03,LMS97,*
CRM03,OCH96,*
SLO03,GIN93,ART00
TUS03,JUG91,MOBYD
FTH03,WSD00,OVA98
RBY03,STO98,PEREG
DEO03,CED99,MOBYD
GRT03,RAP97,BASIL
CAY03,CPS97,BRG90
RAP03,THU94,TAM94
THS03,PAP87,*
CMR04,CLT97,BULBY
CHF04,WAG95,TAM94
PCO04,VIO97,CEDRI
FOP04,DAN90,*
CHN04,TRT97,*
PCL04,PIC98,ATH91
JUL04,JOW93,BULBY
WBEYS,*,*
CLK04,GRA99,PERCY
BIE04,CFI94,BULBY
BLF04,BLF95,*
SCR04,GRA93,TNY94
CND04,TIN98,CEDRI
NEB04,STA97,MAL95
TIK04,HAL95,GEC97
BHN04,MAS99,SYC96
SLL04,PAN00,BNX96
HOO04,CGH00,*
TIC04,CLO96,OCH92
WIS04,CRB95,DOC95
HOL04,ILE86,MAL95
CLW04,STI94,BULBY
NEC04,SPL98,TNY94
HIA04,PID97,OCH92
HOC04,HOL97,BNX96
BOM04,BIT01,HAW99
NET04,DOC94,TNG94
CLL04,VIO96,TNG94
HON04,SUN93,ATH91
MTT04,TNG99,TNG94
MRY04,MAR93,SANDY
SPL04,SAM94,BULBY
ETN04,ALD94,ZUC96
FMR04,HOL00,TNG94
TIN04,THU91,EGR93
WSD04,MLR96,*
APA04,SEQ99,BNX96
BUT04,BCL93,CLT95
ANM04,BAC98,AIDAN
BEA04,MOO96,DOC95
BNN04,OAT94,CSK93
SHL04,GRA96,BUZZA
HED04,IVY97,OCH92
SOX04,SEQ01,CLT95
FAL04,CHP94,*
SSK04,CHF01,CEDRI
ARB04,COF01,GEC97
LLEAR,*,*
MLD04,HRM99,TNG94
RNG04,BUT98,FRA96
PRC04,TRT98,*
TTL04,LMS00,QUN94
LNC04,SAX00,SYC96
TSL04,THS96,TNY94
OXA04,SRL91,*
BUM04,NET99,THS95
GYP04,TIN00,*
ARD04,ALD98,SYC97
RUB04,GRA98,*
LIL04,THU96,SQU98
GNB04,SLO01,D0597
GOB04,CSK98,WOD96
MLN04,BEE93,FDL97
MDL04,FAN93,FRA96
ABS04,IVO99,DSA07
UKL04,FDL99,*
MAZUN,*,*
MAT04,MAR89,CSK95
CED04,SEQ95,FRA96
PUF04,POM97,CSK93
LMS04,GOD94,TNG95
DARWI,*,*
FRR04,FAL99,DOC95
CAY04,CPS97,BRG90
GEN04,SAX98,*
USAIN,*,*
GLI04,HON00,ATH91
MEG04,MAR95,SANDY
DID04,FDL00,*
LPA04,LMS97,QUN94
GAN04,SUL94,CSK93
KRB04,ALD01,ZUC96
CNN04,RUM01,AST95
PAN04,PID95,TNG94
OPA04,STO96,TNY94
COA04,CRB97,TATTI
CNK04,BEA00,GEC97
DOT04,LPW93,THS95
WAL04,DIC95,WOD96
LAR04,KIT95,THS95
CNE04,TUS01,ATH91
LAC04,BCL95,IVY96
STB04,OPA99,TNG94
FRA04,PEN90,CSK93
PMP04,MNT99,*
STERN,*,D0573
GRA04,FAN90,TNG95
POM04,BNX93,DPU94
DRP04,SAX99,GEC97
LCH04,CED00,TNY94
DSD17,*,D0573
RUF04,GOD97,BULBY
DTN04,TRT00,FRA96
RUM04,STI96,BULBY
WAG04,LPW91,CSK95
SQU04,EGR91,CSK93
BSY04,MLN97,GEC97
SAG04,SEM95,CSK95
MNT04,SUR95,D0546
SNZ05,WHZ00,TNY94
ZUC05,CUC91,TNY94
CHN05,TRT97,FRO95
PAN05,PID95,BNX96
HIA05,PID97,*
WRE05,WAG96,*
WSD05,MLR96,FRO95
GAN05,SUL94,CSK93
YOS05,SEQ96,TNY94
ORIGA,*,*
OXY05,DOC96,TNG94
FRR05,FAL99,PRN99
STE05,FAL01,TNG94
FRT05,BUT96,FRA96
BNS05,PCL02,*
OXA05,SRL91,SYC96
ZAPHO,*,*
GYP05,TIN00,TNG94
GLR05,LPA02,SAM97
FOU05,SUL90,*
FOP05,DAN90,CEDRI
FTH05,WSD00,FRO95
GINGR,*,*
HEL05,ORC95,TNY94
BLINK,*,*
LAPHR,*,DIL99
MOU05,DIC94,MAL95
RUF05,GOD97,CEL97
DRP05,SAX99,PRN01
CHD05,BIE01,CEL97
TRT05,OCH90,FRA96
LAVAL,*,*
MNN05,DIL01,D0546
WAL05,DIC95,WOD96
RUB05,GRA98,TNG94
ESP05,LTE02,D0571
KRM05,TIK01,SYC96
KRB05,ALD01,SUR97
KLD05,BNX94,DOC95
EID05,MAL93,D0546
BEA05,MOO96,DOC95
LAR05,KIT95,CSK93
RIB05,BCL96,IVY96
AZU05,CRM01,GEC97
PUF05,POM97,SANDY
CAY05,CPS97,D0571
CRM05,OCH96,CGH97
PYTHA,*,*
MEE05,YEW99,CSK93
ARA05,HED01,*
RBY05,STO98,TNY94
CNE05,TUS01,SYC96
MGH05,MEG00,DPU94
LMS05,GOD94,EGR93
PRC05,TRT98,ZUC96
BUT05,BCL93,CLT95
RPP05,RUF00,BULBY
TSL05,THS96,TNY94
DEO05,CED99,*
MRY05,MAR93,SANDY
NAN05,SQU01,*
FDL05,VIO89,*
JAE05,BNX95,SANDY
WIS05,CRB95,*
SLA05,GEC95,*
HOO05,CGH00,FRA96
TIK05,HAL95,SYC96
APA05,SEQ99,IVY96
WHZ05,CGH94,TNY94
SLO05,GIN93,TNG94
NEC05,SPL98,CEL97
SHADO,*,*
SLR05,FLG98,WOD96
HIR05,FUL93,*
UKL05,FDL99,CLT95
SCT05,CRM99,FRA96
CMR05,CLT97,BULBY
CMT05,MLN00,PERCY
CHF05,WAG95,*
HOC05,HOL97,CEDRI
SEQ05,SYC91,CLT95
JAY05,CGH95,TNY94
MOZ05,BIE97,CEL97
TLSK1,*,*
CPY06,MOU03,NIGEL
CLK06,GRA99,HAW99
ABS06,IVO99,EGR93
BUT06,BCL93,CSK93
CLR06,ZUC01,*
CCL06,STR00,AIDAN
CER06,PRC02,IVY96
CBL06,GRA02,CRD99
CLV06,KNO02,PAP94
ALD06,SUR87,CRD99
CHN06,TRT97,PRN99
BRY06,HIR03,CSK95
CMT06,MLN00,DOC02
BIE06,CFI94,CSK93
BOM06,BIT01,DIL99
CNN06,RUM01,ALD99
ARDBG,*,*
CHD06,BIE01,BULBY
CET06,RUF02,EGR93
ARA06,HED01,CEDRI
ARB06,COF01,FRO95
CND06,TIN98,ZUC96
ANM06,BAC98,DOC95
CNK06,BEA00,AIDAN
BUM06,NET99,CEDRI
CLW06,STI94,CSK93
BSY06,MLN97,ZUC98
OXY06,DOC96,NIGEL
NAN06,SQU01,SYC97
SMOOT,*,SPD00
SOUTH,*,*
SOX06,SEQ01,CLT95
PCO06,VIO97,PERCY
SPL06,SAM94,CSK93
HON06,SUN93,FRO95
SSK06,CHF01,TNY94
PCN06,WAL02,CEDRI
PCL06,PIC98,PERCY
STRKE,*,*
HIA06,PID97,TNY94
SAG06,SEM95,SYC00
POM06,BNX93,AIDAN
GTR06,CLL02,FRO95
TIC06,CLO96,CEDRI
OPA06,STO96,PERCY
TIK06,HAL95,CRD99
TIN06,THU91,HAW99
IVY06,ILE87,SYC97
TTL06,LMS00,PRN99
NET06,DOC94,CEDRI
NEC06,SPL98,CEL97
TWX06,WIS01,SKU97
UKL06,FDL99,PERRN
NEB06,STA97,AIDAN
TAMDU,*,*
RBY06,STO98,EGR95
GLI06,HON00,FRO95
SAP06,RBY02,*
RUM06,STI96,CSK93
RUF06,GOD97,CSK93
RUB06,GRA98,TNY94
SARGA,*,DIL99
GRA06,FAN90,*
SCR06,GRA93,TNY94
RPP06,RUF00,FLG00
GAN06,SUL94,AIDAN
SCRAT,*,CLO95
FDL06,VIO89,CEL97
SHORT,*,*
OXA06,SRL91,*
RAP06,THU94,PERCY
FRT06,BUT96,TNG95
SIG06,RPP03,BNX96
FRR06,FAL99,*
FOU06,SUL90,AIDAN
FMR06,HOL00,CSK95
PUF06,POM97,AIDAN
SLA06,GEC95,OVA98
HED06,IVY97,PERCY
SLL06,PAN00,CEL97
PRC06,TRT98,PRN99
SLR06,FLG98,CEDRI
SFY06,ROM02,PRT97
MAP06,CED02,*
MNS06,STR96,AIDAN
KRM06,TIK01,HAL98
VNS06,BUT02,WILTS
LAR06,KIT95,AIDAN
WAG06,LPW91,AIDAN
WAL06,DIC95,CEDRI
PAN06,PID95,EID01
LCH06,CED00,TNY94
MGH06,MEG00,DPU94
DOPPI,*,*
MEE06,YEW99,FLG00
DID06,FDL00,STUAR
WIS06,CRB95,FRA96
LPA06,LMS97,GEC97
LONGT,*,*
WSD06,MLR96,HAL98
LIL06,THU96,TNY94
YEW06,HOL94,FRT02
YOG06,YOS01,PERRN
LNX06,DEO03,*
LMS06,GOD94,TNG95
ZUC06,CUC91,TNY94
MEG06,MAR95,DOC95
MOU06,DIC94,FLG00
DTN06,TRT00,STUAR
MRG06,THS98,TNY94
KLD06,BNX94,DPU94
DUB06,STI02,CSK93
MRY06,MAR93,DPU94
MTT06,TNG99,IVY96
MLD06,HRM99,TNY94
MNT06,SUR95,PRN99
VNL06,DOT02,*
VES06,NET02,CEDRI
CLL07,VIO96,PERCY
RHU07,ALD03,ZUC98
GYP07,TIN00,ART00
RBY07,STO98,WILTS
LEX07,OPA03,SYC97
CRM07,OCH96,ZUC98
NET07,DOC94,CEDRI
PRC07,TRT98,ALD99
CCK07,DTN04,ALD99
NOS07,FRR03,*
CBL07,GRA02,TNY94
LPA07,LMS97,ZUC98
GNB07,SLO01,CEDRI
CSH07,WAL03,*
GLR07,LPA02,TNG97
LMS07,GOD94,SYC02
RUM07,STI96,STUAR
CLR07,ZUC01,PERCY
RUF07,GOD97,STUAR
BUT07,BCL93,*
BUM07,NET99,CEDRI
RIB07,BCL96,CLT95
NEB07,STA97,HAW99
GRA07,FAN90,EGR95
CMR07,CLT97,*
ROM07,TIN95,*
CER07,PRC02,*
LNX07,DEO03,*
MAP07,CED02,FRT02
LIL07,THU96,MOU02
HOC07,HOL97,PRN01
JAD07,RBY03,FRA96
PHA07,LPA04,GEC97
ORA07,ANM02,NIGEL
MLT07,CRM03,DIL99
CHK07,SOX04,UKL05
HMS07,FAL03,*
PIMPE,*,*
ORY07,JAE02,AIDAN
MLN07,BEE93,TNG97
CND07,TIN98,STUAR
MNG07,TRT03,TNY94
HOO07,CGH00,PERCY
PCN07,WAL02,CEDRI
MNM07,CHN03,PERCY
KNO07,TRK87,*
PAN07,PID95,SPL99
PCO07,VIO97,*
POM07,BNX93,DOC95
PUF07,POM97,AIDAN
MOZ07,BIE97,CLW00
MEG07,MAR95,DOC95
CET07,RUF02,STUAR
KLD07,BNX94,AIDAN
HED07,IVY97,NIGEL
CHF07,WAG95,TKN99
MGH07,MEG00,HAW99
CCL07,STR00,AIDAN
MOU07,DIC94,HAW99
